PF_CORP, COMPANY, LEGAL_NAME, DBA_NAME, ADDRESS1, ADDRESS2, CITY, STATE, POSTAL, NAICS, FEDERAL_EIN, STATE_DOL#, LEGAL_STATUS, CLIENT_PHONE, CLIENT_FAX, EMAIL_ADDR, FILING_DESCR, ADDRESS1_1, ADDRESS2_1, CITY_1, STATE_1, POSTAL_1, DBL_MALES, DBL_FEMALES, PFL_MALES, PFL_FEMALES, COVERED_ANNUAL_PAYROLL, STATUS, STATUS_DATE, CANCEL_REASON
"PEOUS","DXF","Proseeder Technologies, Inc."," ","300 Old Country Road","Suite 251","Mineola","NY",11501,"518210", 472589037, ,"Corporation"," "," "," ","Proseeder Technologies, Inc-HQ","300 Old Country Road","Suite 251","Mineola","NY",11501,15,3,15,3,1224164,"ADD",04/11/2018," "
"PEOUS","D7C","Samasource, Inc."," ","2017 Mission Street","Suite 301","San Francisco","CA",94110,"813311", 262547062, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,3,1,3,347070,"ADD",04/11/2018," "
"PEOUS","JN5","Nexthera Capital Lp."," ","900 3rd Ave","Suite 1100","New York","NY",10022,"523920", 473669221, ,"Limited Partnership"," "," "," ","Nexthera Capital Lp.-HQ","900 3rd Ave","Suite 1100","New York","NY",10022,7,2,7,2,1122850,"ADD",04/11/2018," "
"PEOUS","SDI","ImpactMatters, Inc"," ","1460 Broadway",,"New York","NY",10036,"518210", 475047252, ,"Corporation"," "," "," ","ImpactMatters, Inc-HQ","1460 Broadway",,"New York","NY",10036,3,4,3,4,452100,"ADD",04/11/2018," "
"PEOUS","LZ1","Quantifind, Inc."," ","8 Homewood Pl","Suite 100","Menlo Park","CA",94025,"511210", 270766402, ,"Corporation"," "," "," ","NY Office","404 5th Avenue",,"New York","NY",10018,2,3,2,3,790000,"ADD",04/11/2018," "
"PEOUS","9N3","Dr Joseph DeRario & Associates"," ","245 Park Ave","43rd Floor","New York","NY",10167,"621210", 134089728, ,"Association"," "," "," ","Dr Joseph DeRario & Associa-HQ","245 Park Ave","43rd Floor","New York","NY",10167,3,7,3,7,496676,"ADD",04/11/2018," "
"PEOUS","J2D","Getintent USA, Inc"," ","401 Park Avenue South","10th FLoor","New York","NY",10016,"511210", 972865149, ,"Corporation"," "," "," ","Getintent USA, Inc-HQ","401 Park Avenue South","10th FLoor","New York","NY",10016,3,0,3,0,260000,"ADD",04/11/2018," "
"PEOUS","KD3","Market Realist Inc."," ","246 Fifth Avenue","4th Floor","New York","NY",10001,"518210", 800927774, ,"Corporation"," "," "," ","Market Realist Inc.-HQ","246 Fifth Avenue","4th Floor","New York","NY",10001,4,2,4,2,970000,"ADD",04/11/2018," "
"PEO01","IMR","Forter Inc."," ","12 East 49th street","Floor 11","New York","NY",10017,"511210", 364792760, ,"Corporation"," "," "," ","Forter Inc.-HQ","12 East 49th street","Floor 11","New York","NY",10017,14,8,14,8,3110000,"ADD",04/11/2018," "
"PEO01","KV6","vTv Therapeutics LLC"," ","4170 Mendenhall Oaks Pkwy",,"High Point","NC",27265,"541713", 352536301, ,"Limited Liability Company"," "," "," ","Remote NY - R Abrams",,,,"NY",,0,2,0,2,413300,"ADD",04/11/2018," "
"PEOUS","SWJ","Africa Matters LLC"," ","85 Broad Street","28th Floor","New York","NY",10004,"541611", 320537187, ,"Corporation"," "," "," ","Africa Matters LLC-HQ","85 Broad Street","28th Floor","New York","NY",10004,1,0,1,0,65000,"ADD",04/11/2018," "
"PEOUS","OH9","SPOTDOTIM Inc"," ","1460 Broadway","Room 10033","New York","NY",10036,"519130", 371784663, ,"Corporation"," "," "," ","SPOTDOTIM INC-HQ","1460 Broadway","Room 10033","New York","NY",10036,6,1,6,1,1035000,"ADD",04/11/2018," "
"PEO02","ONF","Constellar Capital Partners LLC"," ","540 Madison Ave","26th Floor","New York","NY",10022,"523910", 471457029, ,"Limited Liability Company"," "," "," ","Constellar Capital Partners-HQ","540 Madison Ave","26th Floor","New York","NY",10022,2,0,2,0,288889,"ADD",04/11/2018," "
"PEOUS","8J6","Food Innovations Inc"," ","28411 Race Track Rd",,"Bonita Springs","FL",34135,"425110", 100002630, ,"Corporation"," "," "," ","Remote Brooklyn NY",,,,"NY",,1,1,1,1,484841,"ADD",04/11/2018," "
"PEO02","GYJ","GroupArgent, LLC"," ","80 Broad Street","Suite 3203","New York","NY",10004,"523920", 010850801, ,"Limited Liability Company"," "," "," ","GroupArgent, LLC-HQ","80 Broad Street","Suite 3203","New York","NY",10004,2,0,2,0,170000,"ADD",04/11/2018," "
"PEOUS","TGG","Bitooda Technologies, LLC"," ","70 East 55th Street","17th Floor","New York","NY",10022,"511210", 822802071, ,"Corporation"," "," "," ","Bitooda Technologies, LLC-HQ","70 East 55th Street","17th Floor","New York","NY",10022,2,2,2,2,460000,"ADD",04/11/2018," "
"PEOUS","CCY","Liveclicker, Inc."," ","19925 Stevens Creek Blvd","Suite 100","Cupertino","CA",95014,"561499", 383778767, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,125000,"ADD",04/11/2018," "
"PEO02","G0Q","Global Leveraged Capital Management LLC"," ","600 Lexington Avenue","9th Floor","New York","NY",10022,"523920", 352260381, ,"Limited Liability Company"," "," "," ","Global Leveraged Capital Ma-HQ","600 Lexington Avenue","9th Floor","New York","NY",10022,1,2,1,2,316500,"ADD",04/11/2018," "
"PEO01","ONE","Masabi LLC"," ","1320 Centre Street","Suite 101B","Newton","MA",02459,"519130", 990385078, ,"Limited Liability Company"," "," "," ","New York","WeWork 85 Broad Street",,"New York","NY",10004,5,2,5,2,855000,"ADD",04/11/2018," "
"PEO02","G14","Vedanta Management, LP"," ","250 West 55th Street","13th Floor","New York","NY",10019,"523920", 204848545, ,"Limited Partnership"," "," "," ","Vedanta Management, LP-HQ","250 West 55th Street","13th Floor","New York","NY",10019,9,5,9,5,1908378,"ADD",04/11/2018," "
"PEOUS","EDR","Tradesports Technology Holdings, Inc."," ","121 Hawkins Place","Unit 142","Boonton","NJ",07005,"518210", 823219048, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,36000,"ADD",04/11/2018," "
"PEO01","SEZ","TSG Consumer Partners LLC"," ","600 Montgomery St","Suite 2900","San Francisco","CA",94111,"523920", 454078196, ,"Limited Liability Company"," "," "," ","New York Office","712 Fifth Ave","46th Floor","New York","NY",10019,5,5,5,5,1451000,"ADD",04/11/2018," "
"PEOUS","OBJ","Intelligent Positioning Inc"," ","1460 Broadway",,"New York","NY",10036,"541512", 813434327, ,"Corporation"," "," "," ","Intelligent Positioning Inc-HQ","1460 Broadway",,"New York","NY",10036,1,0,1,0,116154,"ADD",04/11/2018," "
"PEOUS","SNN","The Talent Strategy Group, LLC"," ","One Penn Plaza","36th Floor","New York","NY",10119,"541612", 454244300, ,"Corporation"," "," "," ","The Talent Strategy Group, -HQ","One Penn Plaza","36th Floor","New York","NY",10119,2,1,2,1,420000,"ADD",04/11/2018," "
"PEOUS","S6K","Wolf Popper, LLP"," ","845 Third Avenue","12th Floor","New York","NY",10022,"541110", 131876114, ,"Limited Liability Partnership"," "," "," ","Wolf Popper, LLP-HQ","845 Third Avenue","12th Floor","New York","NY",10022,9,11,9,11,1684730,"ADD",04/11/2018," "
"PEOUS","SBC","DMK Networks Inc"," ","11 Riverside Drive","Unit 9GE","Manhattan","NY",10023,"541512", 134073208, ,"Corporation"," "," "," ","DMK Networks Inc-HQ","11 Riverside Drive","Unit 9GE","Manhattan","NY",10023,1,0,1,0,60000,"ADD",04/11/2018," "
"PEOUS","IWW","SLJ Aviation Consulting, Inc."," ","4095 Southern Boulevard","Suite 205","West Palm Beach","FL",38406,"541611", 270918794, ,"Corporation"," "," "," ","NY Office","1100 New Highway","Suite 402","Farmingdale","NY",11735,1,0,1,0,120000,"ADD",04/11/2018," "
"PEOUS","P64","Sphere Digital, LLC"," ","950 Sixth Ave",,"New York","NY",10001,"511210", 475459593, ,"Limited Liability Company"," "," "," ","Sphere Digital, LLC HQ","950 Sixth Ave",,"New York","NY",10001,2,0,2,0,165000,"ADD",04/11/2018," "
"PEO02","GE0","Graycliff Partners LP"," ","500 5th Avenue","47th Floor","New York","NY",10010,"523930", 364711561, ,"Limited Partnership"," "," "," ","New York NY 10110-4703","500 5TH AVE FL 47",,"New York","NY",10110-4703,5,4,5,4,1095500,"ADD",04/11/2018," "
"PEOUS","JOO","Connect2Care, Inc."," ","500 Seventh Avenue","17A","New York","NY",10018,"519130", 352529107, ,"Corporation"," "," "," ","uGo Health-HQ","500 Seventh Avenue","17A","New York","NY",10018,1,0,1,0,24000,"ADD",04/11/2018," "
"PEOUS","JGH","MB Services LLC"," ","9420 Wilshire Blvd","3rd Floor","Beverly Hills","CA",90212,"551112", 473423997, ,"Limited Liability Company"," "," "," ","NYC Office","888 Seventh Ave.",,"New York","NY",10019,5,5,5,5,1335496,"ADD",04/11/2018," "
"PEO04","SWN","CCS Medical Practice, PLLC"," ","2636 Elm Hill Pike","Suite 110","Nashville","TN",37214,"621610", 464154784, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,22,210,22,210,20176,"ADD",04/11/2018," "
"PEO01","C30","City Health Works"," ","127 W 127th St","Suite 207","New York","NY",10027,"813319", 455450887, ,"Corporation"," "," "," ","City Health Works-HQ","127 W 127th St","Suite 207","New York","NY",10027,2,11,2,11,825920,"ADD",04/11/2018," "
"PEOUS","MAT","Advanced Physicians, PC"," ","69-15 Yellowstone Blvd.","Suite 4","Forest Hills","NY",11375,"621512", 271414184, ,"Corporation"," "," "," ","Advanced Physicians, PC-HQ","69-15 Yellowstone Blvd","Suite 4","Forest Hills","NY",11375,5,14,5,14,1099366,"ADD",04/11/2018," "
"PEOUS","PBM","Sancus Insurance Agency LTD"," ","312 Broadway",,"Bethpage","NY",11714,"524210", 810692506, ,"Corporation"," "," "," ","Sancus Insurance Agency LTD-HQ","312 Broadway",,"Bethpage","NY",11714,2,0,2,0,96000,"ADD",04/11/2018," "
"PEO01","OR3","Romeo Systems, Inc."," ","4380 Ayers Ave",,"Vernon","CA",90058,"335999", 471073612, ,"Corporation"," "," "," ","Remote-NY",,,,"NY",,3,1,3,1,747000,"ADD",04/11/2018," "
"PEO01","OFD","The Critic Sees, LTD"," ","500 WEST END AVENUE","Ste 2B","New York","NY",10024,"541810", 474632174, ,"Corporation"," "," "," ","The Critic Sees-HQ","500 WEST END AVENUE","Ste 2B","New York","NY",10024,1,4,1,4,193400,"ADD",04/11/2018," "
"PEOUS","SC6","Witness, Inc."," ","80 Hanson Place","5th Floor","Brooklyn","NY",11217,"813311", 134167155, ,"Corporation"," "," "," ","WITNESS-HQ","80 Hanson Place","5th Floor","Brooklyn","NY",11217,7,20,7,20,1813619,"ADD",04/11/2018," "
"PEO01","IM0","EcoVest Capital, Inc."," ","3424 Peachtree Road NE","Suite 1550","Atlanta","GA",30326,"525990", 460681702, ,"Corporation"," "," "," ","New York branch office",,,,"NY",,1,0,1,0,150000,"ADD",04/11/2018," "
"PEOUS","J45","Alley NYC, LLC"," ","119 W 24th Street","4th Floor","New York","NY",10011,"531120", 352525263, ,"Limited Liability Company"," "," "," ","Alley NYC-HQ","119 W 24th Street","4th Floor","New York","NY",10011,7,12,7,12,1318230,"ADD",04/11/2018," "
"PEOUS","C72","CloudBees Inc"," ","3400 West Leigh St",,"Richmond","VA",23230,"541511", 460524790, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,6,1,6,1,1030500,"ADD",04/11/2018," "
"PEO02","H0D","OEP Capital Advisors LP"," ","510 Madison Ave.","19th Floor","New York","NY",10022,"523920", 472072152, ,"Limited Partnership"," "," "," ","OEP Capital Advisors LP-HQ","510 Madison Ave.","19th Floor","New York","NY",10022,6,7,6,7,4516025,"ADD",04/11/2018," "
"PEOUS","UAW","Diadem Capital LLC"," ","70 Battery Place","Suite 911","New York","NY",10280,"523920", 474547968, ,"Corporation"," "," "," ","Diadem Capital LLC-HQ","70 Battery Place","Suite 911","New York","NY",10280,1,0,1,0,0,"ADD",04/11/2018," "
"PEOUS","JD6","ODS Technologies LP"," ","6701 Center Drive West","Suite 800","Los Angeles","CA",90045,"515120", 731441799, ,"Limited Partnership"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,80898,"ADD",04/11/2018," "
"PEOUS","IRW","Digital Prism Advisors, Inc."," ","21 West 46th Street","Suite 901","New York","NY",10036,"541613", 465404107, ,"Corporation"," "," "," ","Digital Prism Advisors, Inc.","21 West 46th Street","Suite 901","New York","NY",10036,3,2,3,2,707680,"ADD",04/11/2018," "
"PEOUS","TET","AI Narrator, Inc."," ","110 Wall Street","Unit 807","New York","NY",10005,"519130", 822769021, ,"Corporation"," "," "," ","AI Narrator, Inc.-HQ","110 Wall Street","Unit 807","New York","NY",10005,2,1,2,1,225000,"ADD",04/11/2018," "
"PEOUS","TKD","Quadient Data USA, Inc."," ","1301 5th Avenue","Suite 2200","Seattle","WA",98101,"511210", 800467424, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,32500,"ADD",04/11/2018," "
"PEO02","T7F","D1 Capital Partners LLC"," ","650 Madison Avenue","15th Floor South","New York","NY",10022,"523920", 822247965, ,"Limited Liability Company"," "," "," ","D1 Capital Partners LLC-HQ","650 Madison Avenue","15th Floor South","New York","NY",10022,9,6,9,6,2550000,"ADD",04/11/2018," "
"PEOUS","5H9","Joyent, Inc"," ","655 Montgomery St","Suite 1600","San Francisco","CA",94111,"541511", 203788847, ,"Corporation"," "," "," ","Joyent, Inc-Remote NY",,,,"NY",,2,2,2,2,481000,"ADD",04/11/2018," "
"PEOUS","JR0","Level Up Enterprises, Inc."," ","2817 West End Avenue","Suite 126-282","Nashville","TN",37203,"519130", 454767420, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,120000,"ADD",04/11/2018," "
"PEOUS","MDV","PROFOR ADVISORS LLC"," ","708 Third Avenue","5th Floor","New York","NY",10017,"523910", 943470166, ,"Limited Liability Company"," "," "," ","PROFOR ADVISORS-HQ","708 Third Avenue","5th Floor","New York","NY",10017,1,0,1,0,37000,"ADD",04/11/2018," "
"PEOUS","EAO","New York Advanced Surgical Intervention Care, PLLC"," ","2008 Eastchester Road","Suite B","Bronx","NY",10461,"621340", 260641989, ,"Limited Liability Company"," "," "," ","New York Advanced Surgical -HQ","2008 Eastchester Road","Suite B","Bronx","NY",10461,3,2,3,2,133120,"ADD",04/11/2018," "
"PEOUS","LE1","GridMarket, LLC"," ","4 Lexington Avenue","Ste 9G","New York","NY",10010,"519130", 473566581, ,"Limited Liability Company"," "," "," ","GridMarket, LLC-HQ","4 Lexington Avenue","Ste 9G","New York","NY",10010,2,1,2,1,139960,"ADD",04/11/2018," "
"PEO02","OTW","Wolfgang Capital, LLC"," ","757 Third Avenue","Suite 2113","New York","NY",10017,"523920", 263981538, ,"Limited Liability Company"," "," "," ","Wolfgang Capital, LLC-HQ","757 Third Avenue","Suite 2113","New York","NY",10017,1,1,1,1,200000,"ADD",04/11/2018," "
"PEO01","DXY","California Sunday Inc."," ","60 29th Street",,"San Francisco","CA",94110,"511120", 463113344, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,1,1,1,228000,"ADD",04/11/2018," "
"PEOUS","SVQ","Primal RC, LLC"," ","616 Corporate Way","Unit 3","Valley Cottage","NY",10989,"454110", 471219922, ,"Corporation"," "," "," ","Primal RC, LLC-HQ","616 Corporate Way","Unit 3","Valley Cottage","NY",10989,2,0,2,0,61152,"ADD",04/11/2018," "
"PEOUS","U9I","Skimlinks Inc"," ","79 Madison Avenue","Suite 726","New York","NY",10016,"541613", 331219033, ,"Corporation"," "," "," ","Skimlinks Inc-HQ","79 Madison Avenue","Suite 726","New York","NY",10016,4,4,4,4,657000,"ADD",04/11/2018," "
"PEO04","R79","PRIME FOOD DISTRIBUTOR, INC"," ","80 SEAVIEW BLVD",,"PORT WASHINGTON","NY",11050,"424470", 203531164, ,"Corporation"," "," "," ","PRIME FOOD DISTRIBUTOR, INC-HQ","80 SEAVIEW BLVD",,"PORT WASHINGTON","NY",11050,39,9,39,9,2274088,"ADD",04/11/2018," "
"PEOUS","IYB","Recycle Track Systems, Inc."," ","120 East 23rd St","5th FL","New York","NY",10010,"519130", 471624227, ,"Corporation"," "," "," ","Recycle Track Systems, Inc.-HQ","120 East 23rd Street","5th Floor","New York","NY",10010,12,7,12,7,2166300,"ADD",04/11/2018," "
"PEOUS","TXQ","LuxHR, Inc"," ","60 East 42nd Street","Suite 1810","New York","NY",10165,"511210", 473081968, ,"Corporation"," "," "," ","LuxHR, Inc-HQ","60 East 42nd Street","Suite 1810","New York","NY",10165,1,3,1,3,535000,"ADD",04/11/2018," "
"PEO01","HSM","Akoustis Inc."," ","9805 Northcross Center Ct","Suite H","Huntersville","NC",28078,"334413", 465645617, ,"Corporation"," "," "," ","New York Fab","5450 Campus Drive",,"Canandaigua","NY",14424,29,10,29,10,3058330,"ADD",04/11/2018," "
"PEO05","RFM","FRESH MANAGEMENT CORP"," ","33 FLYING POINT RD STE 124",,"SOUTHAMPTON","NY",11968,"722513", 270375315, ,"Corporation"," "," "," ","FRESH MANAGEMENT CORP-HQ","33 FLYING POINT RD STE 124",,"SOUTHAMPTON","NY",11968,5,4,5,4,628280,"ADD",04/11/2018," "
"PEO01","JJS","Near Americas, Inc."," ","228 Hamilton Avenue","3rd Floor","Palo Alto","CA",94301,"519130", 473291748, ,"Corporation"," "," "," ","New York","222 Broadway","City Hall WeWork","New York","NY",10038,2,0,2,0,400000,"ADD",04/11/2018," "
"PEOUS","KNG","Arnel Associates LLC"," ","224 W 35th St","Suite 1402","New York","NY",10001,"524210", 200990386, ,"Limited Liability Company"," "," "," ","Arnel Associates-HQ","224 W 35th St","Suite 1402","New York","NY",10001,1,1,1,1,92140,"ADD",04/11/2018," "
"PEO02","JXO","LaFayette RE Management LLC"," ","853 Broadway","5th Floor","New York","NY",10003,"531110", 453670172, ,"Limited Liability Company"," "," "," ","LaFayette RE Management LLC-HQ","853 Broadway","5th Floor","New York","NY",10003,7,4,7,4,832907,"ADD",04/11/2018," "
"PEOUS","7EM","Beanstalk Networks LLC"," ","314 Clematis Street  Suite 200",,"West Palm Beach","FL",33401,"541512", 650911622, ,"Limited Liability Company"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,52000,"ADD",04/11/2018," "
"PEO02","S8U","NIV Asset Management, LLC"," ","708 Third Avenue","5th Floor","New York","NY",10017,"523920", 320388358, ,"Limited Liability Company"," "," "," ","NIV Asset Management, LLC-HQ","708 Third Avenue","5th Floor","New York","NY",10017,2,0,2,0,230000,"ADD",04/11/2018," "
"PEOUS","KJS","Webbing USA Inc."," ","240 Kent Ave","Suite B7A","Brooklyn","NY",11249,"423430", 474035286, ,"Corporation"," "," "," ","Webbing USA Inc.-HQ","240 Kent Ave","Suite B7A","Brooklyn","NY",11249,1,0,1,0,210000,"ADD",04/11/2018," "
"PEOUS","AA0","Logile, Inc."," ","2600 E. Southlake Blvd.",,"Southlake","TX",76092-8045,"511210", 202416625, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,2,0,2,0,175000,"ADD",04/11/2018," "
"PEOUS","KN2","Canepa Healthcare, LLC"," ","1111 Brickell Ave","Suite 1525","Miami","FL",33131,"523920", 472238972, ,"Limited Liability Company"," "," "," ","NY Office 2018","845 Third Ave","6th Floor","New York","NY",10022,1,0,1,0,248100,"ADD",04/11/2018," "
"PEOUS","EH4","Harold L. Kestenbaum, P.C."," ","175 Broadhollow Road","Suite 175","Melville","NY",11747,"541110", 113051027, ,"Corporation"," "," "," ","Harold L. Kestenbaum, PC-HQ","175 Broadhollow Road","Suite 175","Melville","NY",11747,3,4,3,4,1026500,"ADD",04/11/2018," "
"PEOUS","L3U","Spektrix, Inc."," ","115 West 30th Street","Unit 501","New York","NY",10001,"511210", 465150728, ,"Corporation"," "," "," ","Spektrix-HQ","115 West 30th Street","Unit 501","New York","NY",10001,5,9,5,9,727000,"ADD",04/11/2018," "
"PEOUS","P8A","firstAI, Inc."," ","1412 Broadway","21st Floor","New York","NY",10018,"518210", 461281543, ,"Corporation"," "," "," ","firstAI, Inc.-HQ","1412 Broadway","21st Floor","New York","NY",10018,5,3,5,3,935120,"ADD",04/11/2018," "
"PEO01","HOL","Doctor on Demand Professionals of Michigan, PC"," ","275 Battery Street","Suite 650","San Francisco","CA",94111,"621111", 464400979, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,4,4,4,4,1183468,"ADD",04/11/2018," "
"PEOUS","U27","RDL Wealth Management, LLC"," ","40 Wall Street","Suite 1708","New York","NY",10005,"523930", 473863348, ,"Corporation"," "," "," ","RDL Wealth Management, LLC-HQ","40 Wall Street","Suite 1708","New York","NY",10005,1,0,1,0,84000,"ADD",04/11/2018," "
"PEOUS","TTN","Groundswell Fund"," ","P O Box 71642",,"Oakland","CA",94612,"813319", 474003615, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,2,0,2,234500,"ADD",04/11/2018," "
"PEOUS","P30","Newsmarket, Inc."," ","420 Plasters Ave",,"Atlanta","GA",30324,"518210", 814732763, ,"Corporation"," "," "," ","New York office","79 5th Avenue","14th Floor","New York","NY",10003,4,0,4,0,371000,"ADD",04/11/2018," "
"PEOUS","TIQ","OneWire, Inc."," ","404 5th Avenue",,"New York","NY",10018,"519130", 261590181, ,"Corporation"," "," "," ","OneWire, Inc.-HQ","404 5th Avenue",,"New York","NY",10018,7,3,7,3,1482500,"ADD",04/11/2018," "
"PEOUS","IK0","Bigfoot Biomedical, Inc."," ","1561 Buckeye Drive",,"Milpitas","CA",95035,"511210", 472428120, ,"Corporation"," "," "," ","Mackowiak Home",,,,"NY",,0,1,0,1,132475,"ADD",04/11/2018," "
"PEO01","DDL","Sword Solutions Inc."," ","30 Broad Street","14th Floor","New York","NY",10004,"541512", 453826658, ,"Corporation"," "," "," ","Sword Solutions Inc.-HQ","30 Broad Street","14th Floor","New York","NY",10004,1,1,1,1,219440,"ADD",04/11/2018," "
"PEOUS","MD9","CTRL-labs Corporation"," ","25 W 36th St","9th Floor","New York","NY",10018,"541713", 475136465, ,"Corporation"," "," "," ","CTRL-labs-HQ","25 W 36th St","9th Floor","New York","NY",10018,29,5,29,5,4271640,"ADD",04/11/2018," "
