"ny_dbl_record_id","pf_corp","company","legal_name","dba_name","company_address1","company_address2","company_city","company_state","company_zip","naics","federal_ein","state_dol","legal_status","client_phone","client_fax","email_addr","filing_descr","location_address1","location_address2","location_city","location_state","location_zip","dbl_males","dbl_females","pfl_males","pfl_females","covered_annual_payroll","status","status_date","cancel_reason"
2643,PEO01,DJ8,"Market76, Inc.", ,"58 Boston Street",null,Guilford,CT,"06437","541511", 271108485, ,Corporation, , , ,NYC,"79 Madison Ave",null,New York,NY,"10016",2,2,2,2,380000,ADD,2018-01-23, 
2644,PEO01,C6R,"Conductrics, Inc.", ,"175 Varick",null,New York,NY,"10014","541512", 461334426, ,Corporation, , , ,conductrics.com-HQ,"175 Varick",null,New York,NY,"10014",6,0,6,0,475400,ADD,2018-01-23, 
2645,PEOUS,"609","Boston Merchant Management Services, Inc.", ,"10 Milk Street",Suite 706,Boston,MA,"02108","523130", 263203704, ,Corporation, , , ,"Boston Merchant-New York, NY","40 Wall Street, 28th Floor",null,New York,NY,"10005",4,0,4,0,120000,ADD,2018-01-23, 
2646,PEOUS,MEY,R LLC, ,"82 Franklin Street",null,New York,NY,"10013","442110", 113401051, ,Limited Liability Company, , , ,R LLC-HQ,"82 Franklin Street",null,New York,NY,"10013",16,17,16,17,2268906,ADD,2018-01-23, 
2647,PEO01,D6G,DineInFresh Inc., ,"627 Broadway","9th Floor",New York,NY,"10012","454111", 455445166, ,Corporation, , , ,Plated-HQ,"627 Broadway","9th Floor",New York,NY,"10012",38,36,38,36,5923024,CANCEL,2018-01-23,Client's Request
2648,PEOUS,M6A,"Fortscale Security, Inc", ,"1161 Mission St",Suite 560,San Francisco,CA,"94103","511210", 392081075, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,130000,ADD,2018-01-23, 
2649,PEO02,L4W,"J.H. Lane Partners, LP", ,"126 East 56th Street",Suite 1620,New York,NY,"10022","525910", 475648447, ,Limited Partnership, , , ,HQ,"126 East 56th Street",Suite 1620,New York,NY,"10022",5,0,5,0,695000,ADD,2018-01-23, 
2650,PEO01,CYX,"East End Capital Partners, LLC", ,"600 Madison Avenue","11th Floor",New York,NY,"10022","522294", 274151461, ,Limited Liability Company, , , ,East End Capital-HQ,"600 Madison Avenue","11th Floor",New York,NY,"10022",13,1,13,1,2447500,ADD,2018-01-23, 
2651,PEOUS,JQP,"Elisabeth M. Kovac, Esq. P.C.", ,"90 Park Avenue",Floor 18,New York,NY,"10016","541110", 472723920, ,Individual, , , ,"Elisabeth M. Kovac, Esq. P.-HQ","90 Park Avenue",Floor 18,New York,NY,"10016",0,4,0,4,217600,ADD,2018-01-23, 
2652,PEOUS,NOX,"SoMe Digital Media, LLC", ,"845 W Washington Blvd","2nd Floor",Chicago,IL,"60607","541613", 454232964, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,120000,ADD,2018-01-23, 
2653,PEOUS,HQV,SimpleTherapy Inc., ,"39180 Farwell Dr",Suite 110,Freemont,CA,"94538","519130", 465571185, ,Corporation, , , ,NY Office,"523 Avenue of the Americas","2nd Floor",New York,NY,"10011",4,4,4,4,362880,CANCEL,2018-01-23,Client's Request
2654,PEOUS,T68,Cleverciti Systems Corp., ,"100 S Saunders","1st Floor",Lake Forest,IL,"60045","511210", 822416466, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,72000,ADD,2018-01-23, 
2655,PEO02,G7O,Elevation Management LLC, ,"2740 Sand Hill Road, Suite 100",null,Menlo Park,CA,"94025","523920", 201050411, ,Corporation, , , ,NEW YORK NY 10022,"70 EAST 55TH STREET","12TH FLOOR",NEW YORK,NY,"10022",1,2,1,2,155500,CANCEL,2018-01-23,Client's Request
2656,PEOUS,AY0,Interlude US Inc., ,"235 Park Avenue South","6th Floor",New York,NY,"10003","519130", 900668604, ,Corporation, , , ,Interlude US Inc.-HQ,"235 Park Avenue South","6th Floor",New York,NY,"10003",41,41,41,41,7501134,ADD,2018-01-23, 
2657,PEO01,JIT,"Motus GI, Inc.", ,"150 Union Square Drive",null,New Hope,PA,"18938","541713", 473093004, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,122500,CANCEL,2018-01-23,Client's Request
2658,PEOUS,"3WH",null, ,"1646 West Chester Pike",Suite 4-6,West Chester,PA,"19382","561110", 231952679, ,Corporation, , , ,"Haas Corp.-Tonowanda, NY",null,null,null,NY,null,7,6,7,6,544572,CANCEL,2018-01-23,Client's Request
2659,PEOUS,KH8,Gist Digital Inc., ,"2 West 45th Street","15th Floor",New York,NY,"10036","541511", 461193658, ,Corporation, , , ,Gist Digital Inc.-HQ,"2 West 45th Street","15th Floor",New York,NY,"10036",5,1,5,1,337476,CANCEL,2018-01-23,Client's Request
2660,PEO01,C3E,"Appular, LLC", ,"65 Broadway",Suite 903,New York,NY,"10006","541840", 270412374, ,Limited Liability Company, , , ,Appular-HQ,"65 Broadway",Suite 903,New York,NY,"10006",4,6,4,6,424416,CANCEL,2018-01-23,Client's Request
2661,PEO02,G0V,Keffi Group LTD, ,"500 Fifth Avenue, 44th Floor",null,New York,NY,"10110","523920", 562548105, ,Corporation, , , ,Keffi Group LTD-HQ,"500 Fifth Avenue, 44th Floor",null,New York,NY,"10110",2,3,2,3,400000,ADD,2018-01-23, 
2662,PEO01,IIP,"Greater Long Island Medical Services, PLLC", ,"990 Stewart Ave",Suite 400,Garden City,NY,"11530","621111", 273022592, ,Corporation, , , ,Maurer,"243 Willis Avenue",null,Mineola,NY,"11501",1,5,1,5,538776,CANCEL,2018-01-23,Client's Request
2663,PEOUS,T2F,Mathspace Inc, ,"58 W 8th Street",Suite 4D,New York,NY,"10011","511210", 352505886, ,Corporation, , , ,WeWork Meatpacking,"1 Little W 12th St",null,New York,NY,"10014",1,1,1,1,175000,ADD,2018-01-23, 
2664,PEOUS,ASL,"keepwheel, Inc.", ,"200 E 6th Street, Suite 207",null,Austin,TX,"78701","518210", 270291076, ,Corporation, , , ,New York City,"1201 Broadway",Suite 411,New York,NY,"10001",9,7,9,7,678080,CANCEL,2018-01-23,Client's Request
2665,PEO01,KMY,"Isomnio, Inc.", ,"27943 Secs Canyon Road",Suite 455,Santa Clarita,CA,"91350","511210", 454578679, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,9,2,9,652450,ADD,2018-01-23, 
2666,PEO02,GBM,Methuselah Management Corp, ,"800 Third Avenue","40th Floor",New York,NY,"10022","523920", 270714357, ,Corporation, , , ,Methuselah Management Corp-HQ,"800 Third Avenue","40th Floor",New York,NY,"10022",22,3,22,3,1886980,ADD,2018-01-23, 
2667,PEO05,RFH,"GS BURGERS OF THROGS NECK, LLC", ,"815 HUTCHINSON RIVER PWKY",null,THROGGS NECK,NY,"10465","722513", 462690109, ,Corporation, , , ,GS BURGERS OF THROGS NECK M-HQ,"815 HUTCHINSON RIVER PWKY",null,THROGGS NECK,NY,"10465",20,17,20,17,617995,ADD,2018-01-23, 
2668,PEOUS,DI2,Kenbelle Capital LP, ,"444 Madison Avenue","35th Floor",New York,NY,"10022","523930", 320406631, ,Corporation, , , ,Kenbelle Capital-HQ,"444 Madison Avenue","35th Floor",New York,NY,"10022",3,3,3,3,491550,CANCEL,2018-01-23,Client's Request
2669,PEOUS,"4Z3","permissionTV, Inc", ,"1601 Trapelo Road #168",null,Waltham,MA,"02451","541511", 201003502, ,Corporation, , , ,"permissionTV, Inc-Remote NY",null,null,null,NY,null,1,0,1,0,140000,CANCEL,2018-01-23,Client's Request
2670,PEO01,DDY,"RedSky Capital, LLC", ,"3 Hope Street",null,Brooklyn,NY,"11211","531110", 208134558, ,Limited Liability Company, , , ,RedSky Capital-HQ,"3 Hope Street",null,Brooklyn,NY,"11211",19,8,19,8,3011800,ADD,2018-01-23, 
2671,PEO01,BNX,"Grail Advisory Partners, LLC", ,"800 Westchester Avenue",Suite N-641,Rye Brook,NY,"10573","541611", 455218377, ,Limited Liability Company, , , ,PL Advisors HQ,"800 Westchester Avenue",Suite N-641,Rye Brook,NY,"10573",4,4,4,4,350000,ADD,2018-01-23, 
2672,PEO02,GO6,Sage Rock Capital Management LP, ,"60 East 42nd Street",Suite 2007,New York,NY,"10165","523920", 800933113, ,Limited Partnership, , , ,Sage Rock Capital Managemen-HQ,"60 East 42nd Street",Suite 2007,New York,NY,"10165",3,0,3,0,388720,ADD,2018-01-23, 
2673,PEO01,EBL,"Contactive, Inc.", ,"137 Varick Street",Suite 603,New York,NY,"10013","511210", 464656106, ,Corporation, , , ,"Contactive, Inc.-HQ","137 Varick Street",Suite 603,New York,NY,"10013",12,3,12,3,1527400,CANCEL,2018-01-23,Client's Request
2674,PEOUS,"53R","MuleSoft, Inc.", ,"77 Geary Street",Suite 400,San Francisco,CA,"94108","541511", 205158650, ,Corporation, , , ,New York Office,"411 Lafayette Street",Suite 600,New York,NY,"10003",10,0,10,0,1281000,CANCEL,2018-01-23,Client's Request
2675,PEOUS,ISR,Rocketpop Entertainment Inc, ,"111 4th Ave","9C",New York,NY,"10003","711410", 050607829, ,Corporation, , , ,Rocketpop Entertainment Inc-HQ,"111 4th Ave","9C",New York,NY,"10003",1,1,1,1,70200,CANCEL,2018-01-23,Client's Request
2676,PEO02,G33,Kazimir Partners Inc., ,"590 Madison Avenue","21st Floor",New York,NY,"10022","523930", 980557821, ,Corporation, , , ,NEW YORK NY 10065,"660 MADISON AVE",null,NEW YORK,NY,"10065",1,1,1,1,150001,ADD,2018-01-23, 
2677,PEOUS,ANU,Spatial Energy, ,"1881 9th Street",Suite 303,Boulder,CO,"80302","541370", 203289122, ,Corporation, , , ,Spatial Energy NY,"75 Summerfield Circle",null,Pittsford,NY,"14534",1,0,1,0,175000,CANCEL,2018-01-23,Client's Request
2678,PEOUS,LG7,Zuznow USA Inc, ,"222 Broadway","19th Floor",New York,NY,"10038","541511", 383933917, ,Corporation, , , ,Zuznow Office,"222 Broadway","19th Floor",New York,NY,"10038",2,3,2,3,422620,ADD,2018-01-23, 
2679,PEOUS,T56,"Zeta Charter Schools, Inc.", ,"160 West 85th Street","2B",New York,NY,"10024","611710", 821888771, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,7,1,7,672500,ADD,2018-01-23, 
2680,PEOUS,M5T,LIBRA SOCIAL PROGRAMS LLC, ,"134 East 40th Street",null,New York,NY,"10016","813319", 371801348, ,Limited Liability Company, , , ,Libra Social LLC-HQ,"134 East 40th Street",null,New York,NY,"10016",2,11,2,11,1406000,ADD,2018-01-23, 
2681,PEO01,HRB,Groundwork Software Inc., ,"401 W 22nd Street","6D",New York,NY,"10011","541511", 471304224, ,Corporation, , , ,"Groundwork Software, Inc.-HQ","401 W 22nd Street","6D",New York,NY,"10011",6,4,6,4,850000,ADD,2018-01-23, 
2682,PEOUS,DEK,Landmark Health LLC, ,One Pacific Plaza,"7755 Center Avenue",Huntington Beach,CA,"92647","621610", 463015502, ,Corporation, , , ,Chris Remote NY,null,null,null,NY,null,1,0,1,0,325000,CANCEL,2018-01-23,Client's Request
2683,PEOUS,"7C5",Zaah Technologies Inc, ,"6 Dubon Court",null,Farmingdale,NY,"11735","541512", 680639784, ,Corporation, , , ,Zaah Technologies Inc-HQ,"6 Dubon Court",null,Farmingdale,NY,"11735",15,4,15,4,1223180,CANCEL,2018-01-23,Client's Request
2684,PEOUS,C7J,Harvest Garden State LLC, ,"1 Caven Point Avenue",null,Jersey City,NJ,"07305","325314", 383870673, ,Corporation, , , ,Brooklyn,"485 Scott Ave",null,Brooklyn,NY,"11222",2,0,2,0,83720,CANCEL,2018-01-23,Client's Request
2685,PEOUS,"4P4",Limbo Mobile Inc., ,"270 East Lane",Suite 1,Burlingame,CA,"94010","541511", 651254578, ,Corporation, , , ,"Limbo, Inc.-Remote NY",null,null,null,NY,null,3,1,3,1,428728,CANCEL,2018-01-23,Client's Request
2686,PEOUS,SNL,"LumiFi, Inc.", ,One Little West 12th,null,New York,NY,"10014","511210", 471919727, ,Corporation, , , ,"LumiFi, Inc.-HQ",One Little West 12th,null,New York,NY,"10014",2,0,2,0,180000,ADD,2018-01-23, 
2687,PEO02,H1X,"Dulcet Capital Management, LP", ,"601 Lexington Ave","17th Floor",New York,NY,"10022","523920", 471635515, ,Limited Partnership, , , ,"Dulcet Capital Management, -HQ","601 Lexington Ave","17th Floor",New York,NY,"10022",2,0,2,0,400000,CANCEL,2018-01-23,Client's Request
2688,PEO02,P3E,"Healy Circle Capital Management, LLC", ,"444 Madison Avenue","34th Floor",New York,NY,"10022","523920", 384019732, ,Limited Liability Company, , , ,Healy Circle Capital-HQ,"444 Madison Avenue","34th Floor",New York,NY,"10022",1,1,1,1,106240,ADD,2018-01-23, 
2689,PEOUS,B75,Hara Software Inc, ,"2755 Campus Drive, Suite 300",null,San Mateo,CA,"94403","541511", 262507244, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,120000,CANCEL,2018-01-23,Client's Request
2690,PEO02,GWC,Bedrock Capital Associates LLC, ,"24 West 40th Street","17th Floor",New York,NY,"10018","523920", 264578997, ,Limited Liability Company, , , ,Bedrock Capital Associates -HQ,"24 West 40th Street","17th Floor",New York,NY,"10018",10,2,10,2,2377700,ADD,2018-01-23, 
2691,PEOUS,"490",Webwasher, ,"5201 Great America Parkway",Suite 432,Santa Clara,CA,"95054","541511", 980335705, ,Corporation, , , ,Webwasher-Remote NY,"747 Third Avenue","37th Floor",New York,NY,"10017",0,1,0,1,110000,CANCEL,2018-01-23,Client's Request
2692,PEOUS,O16,"HuddleUp Technologies, Inc.", ,"333 Hudson St",Suite 602,New York,NY,"10013","511210", 811410316, ,Corporation, , , ,"HuddleUp Technologies, Inc.-HQ","333 Hudson St",Suite 602,New York,NY,"10013",11,0,11,0,1135280,ADD,2018-01-23, 
2693,PEO02,G9Y,ISAM (USA) LLC, ,"5100 Town Center Circle",Suite 430,Boca Raton,FL,"33486","523920", 421772843, ,Limited Liability Company, , , ,New York NY 10016,"205 Lexington Ave.",Suite 800,New York,NY,"10016",11,5,11,5,1632581,ADD,2018-01-23, 
2694,PEOUS,OS8,Kingstown Capital Management LP, ,"100 Park Avenue",Suite 2100,New York,NY,"10017","523920", 204560625, ,Limited Partnership, , , ,Kingstown Capital Managemen-HQ,"100 Park Avenue",Suite 2100,New York,NY,"10017",7,0,7,0,1065000,ADD,2018-01-23, 
2695,PEOUS,"5K5",Incognito Digital LLC, ,"151 W 19th Street",Sixth Floor,New York,NY,"10011","541511", 320136675, ,Corporation, , , ,Incognito Digital-HQ,"151 W 19th Street",Sixth Floor,New York,NY,"10011",3,6,3,6,501900,CANCEL,2018-01-23,Client's Request
2696,PEOUS,AJ6,"Drawbridge, Inc.", ,"2121 South El Camino Real","7th Floor",San Mateo,CA,"94403","541511", 273484607, ,Corporation, , , ,"Drawbridge, Inc. - NYC","21 West 46th Street",Suite 602,New York,NY,"10036",26,17,26,17,5118400,CANCEL,2018-01-23,Client's Request
2697,PEOUS,KCN,"GTS Capital Markets, LLC", ,"545 Madison Avenue",Floor 15,New York,NY,"10022","523120", 461077891, ,Limited Liability Company, , , ,"GTS Capital Markets, LLC-HQ","545 Madison Avenue",Floor 15,New York,NY,"10022",1,0,1,0,225000,ADD,2018-01-23, 
2698,PEOUS,SWV,Northern Trace Capital LLC, ,"230 West Street",Suite 175B,Columbus,OH,"43215","523920", 822163999, ,Corporation, , , ,NY Office,"437 Madison Avenue","21st Floor",New York,NY,"10022",3,1,3,1,365000,ADD,2018-01-23, 
2699,PEOUS,JQ4,Amagi Corporation, ,"54 W 40th Street",null,New York,NY,"10018","519130", 473625288, ,Corporation, , , ,Amagi Corporation-HQ,"54 W 40th Street",null,New York,NY,"10018",1,0,1,0,200000,ADD,2018-01-23, 
2700,PEOUS,LBS,Reslytic Consultants LLC, ,Wework c/o Anil Miglani,Reslytic Consultants LLC,New York,NY,"10004","541613", 474653335, ,Limited Liability Company, , , ,Reslytic Consultants LLC-HQ,Wework c/o Anil Miglani,Reslytic Consultants LLC,New York,NY,"10004",1,0,1,0,36000,CANCEL,2018-01-23,Client's Request
2701,PEOUS,NLG,Langham Hall US LLC, ,"1120 Avenue of the Americas","4th Floor",New  York,NY,"10036","523920", 812839316, ,Limited Liability Company, , , ,Langham Hall US-HQ,"1120 Avenue of the Americas","4th Floor",New  York,NY,"10036",4,0,4,0,423000,ADD,2018-01-23, 
2702,PEOUS,TCC,Free Arts NYC, ,"1431 Broadway","7th Floor",New York,NY,"10018","813410", 133958495, ,Corporation, , , ,Free Arts NYC-HQ,"1431 Broadway","7th Floor",New York,NY,"10018",0,13,0,13,852358,ADD,2018-01-23, 
2703,PEOUS,LB3,"Vimond Media Solutions, Inc.", ,"1460 Broadway",null,New York,NY,"10036","519130", 465546900, ,Corporation, , , ,Vimond-HQ,"1460 Broadway",null,New York,NY,"10036",5,3,5,3,1196889,ADD,2018-01-23, 
2704,PEOUS,IX9,"Bureau Blank, Inc.", ,"273 Grand Street","6th Floor",New York,NY,"10002","519130", 201057120, ,Corporation, , , ,Bureau Blank-HQ,"273 Grand Street","6th Floor",New York,NY,"10002",9,11,9,11,1506060,CANCEL,2018-01-23,Client's Request
2705,PEOUS,AL1,"HealthCare Information Management, Inc.", ,"712 Bancroft Rd",Suite 456,Walnut Creek,CA,"94598","511210", 680467063, ,Corporation, , , ,New York HCIM,"100 Corporate Drive",null,Yonkers,NY,"10701",1,1,1,1,140000,ADD,2018-01-23, 
2706,PEOUS,KM6,Pajunk Medical Systems LP, ,"611 Bay Circle",Suite 140,Norcross,GA,"30071","423450", 141832793, ,Limited Partnership, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,50000,ADD,2018-01-23, 
2707,PEOUS,L0N,"Zyptonite, Inc.", ,"85 Broad Street",null,New York,NY,"10004","518210", 474006367, ,Corporation, , , ,Zyptonite-HQ,"85 Broad Street",null,New York,NY,"10004",2,1,2,1,323100,CANCEL,2018-01-23,Client's Request
2708,PEOUS,SN8,Pour Management LLC, ,"190 St Marks Ave","3rd Floor",Brooklyn,NY,"11238","424820", 273498607, ,Corporation, , , ,Pour Management LLC HQ,"190 St Marks Ave","3rd Floor",Brooklyn,NY,"11238",2,0,2,0,165100,ADD,2018-01-23, 
2709,PEOUS,P1D,Contivate Inc, ,"79 Madison Avenue",null,New York,NY,"10016","511210", 473917617, ,Corporation, , , ,Contivate Inc-HQ,"79 Madison Avenue",null,New York,NY,"10016",1,0,1,0,23660,ADD,2018-01-23, 
2710,PEOUS,J3A,Business Advance Now, ,"2371 McDonald Ave",null,New York,NY,"11223","522298", 264803881, ,Corporation, , , ,Business Advance Now LLC-HQ,"2371 McDonald Ave",null,New York,NY,"11223",1,1,1,1,44850,CANCEL,2018-01-23,Client's Request
2711,PEOUS,"5CR","Circos.com, Inc.", ,"1133 Broadway",Suite 706,New York,NY,"10010","541511", 205074166, ,Corporation, , , ,Circos.com-Remote NY,null,null,null,NY,null,0,1,0,1,72000,ADD,2018-01-23, 
2712,PEOUS,"6GV","Yummly, Inc.", ,"610 Walnut Street",null,Redwood City,CA,"94063","541511", 264107766, ,Corporation, , , ,Yummly Remote NY,null,null,null,NY,null,0,4,0,4,515000,ADD,2018-01-23, 
2713,PEOUS,JSO,"Mikroscan Technologies, Inc.", ,"2764 Gateway Road",Suite 100,Carlsbad,CA,"92009","334510", 272253855, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,0,2,0,255000,ADD,2018-01-23, 
2714,PEOUS,KVJ,"Llapingacho, LLC", ,"25 Broadway",null,New York,NY,"10004","541611", 364810789, ,Limited Liability Company, , , ,Llapingacho-HQ,"25 Broadway",null,New York,NY,"10004",2,0,2,0,70200,ADD,2018-01-23, 
2715,PEOUS,"9TI","Jelli, Inc", ,"703 South B St","2nd Floor",San Mateo,CA,"94401","518210", 260731002, ,Corporation, , , ,NY Office,"44 W 28th St","8th Floor",New York,NY,"10001",2,5,2,5,690000,CANCEL,2018-01-23,Client's Request
2716,PEOUS,"422",null, ,"3180 Porter Drive",null,Palo Alto,CA,"94304","325412", 050563787, ,Corporation, , , ,Jazz Pharmaceuticals-Remote NY,null,null,null,NY,null,11,9,11,9,2072760,CANCEL,2018-01-23,Client's Request
2717,PEO06,QGH,MISSION SEARCH CONTRACT SVS INC, ,"2203 N LOIS STE 1225",null,TAMPA,FL,"33607","561311", 205500584, ,Corporation, , , ,SAMARITAN MEDICAL CENTER,"830 WASHINGTON ST",null,WATERTOWN,NY,"13601",0,1,0,1,139360,ADD,2018-01-23, 
2718,PEOUS,"95H",Compassion and Choices, ,"4224 NE Halsey Street",Suite 335,Portland,OR,"97213","813319", 841328829, ,Corporation, , , ,"Office Brooklyn, NY","97 McGuinness Blvd., #3L",null,Brooklyn,NY,"11222",3,9,3,9,833475,ADD,2018-01-23, 
2719,PEO01,BJQ,"Aspire Channel, LLC", ,"2077 Convention Cntr Concourse",Suite 300,Atlanta,GA,"30337","515120", 454815043, ,Limited Liability Company, , , ,"Aspire Channel, LLC-New York","29 West 35 Street","6th Floor",New York,NY,"10001",0,4,0,4,209995,ADD,2018-01-23, 
2720,PEOUS,MHR,"Definite Tile, LLC", ,"35-37 36th Street","6th Floor",Astoria,NY,"11106","238340", 811583040, ,Limited Liability Company, , , ,"Definite Tile, LLC-HQ","219 Bowery",Apartment 2,New York,NY,"10002",24,1,24,1,1170540,ADD,2018-01-23, 
5494,PEO01,PF7,Octaves Up Inc., ,"3129 Sand Shadow Drive",null,League City,TX,"77573","511210", 473456585, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,125000,ADD,2018-01-23, 
2721,PEO02,KVP,Nau Securities Inc., ,"640 W Putnam Avenue",Suite 2nd Floor,Greenwich,CT,"06830","523120", 475140395, ,Corporation, , , ,NY Office,"100 Wall Street","7th floor",New York,NY,"10005",5,1,5,1,800000,ADD,2018-01-23, 
2722,PEOUS,MI9,Tribeca Fund Services USA LLC, ,"1460 BROADWAY",null,New York,NY,"10036","541512", 320449941, ,Limited Liability Company, , , ,Tribeca Fund Services USA L-HQ,"1460 BROADWAY",null,New York,NY,"10036",4,0,4,0,260000,ADD,2018-01-23, 
2723,PEOUS,"4QX",Fonality, ,"200 Corporate Pointe",Suite 350,Culver City,CA,"90230","541511", 412128385, ,Corporation, , , ,Fonality-Remote NY,null,null,null,NY,null,3,0,3,0,195000,CANCEL,2018-01-23,Client's Request
2724,PEO01,KRY,"Neokami, Inc", ,One Boston Place,"26th FL",Boston,MA,"02108","518210", 473870569, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,70000,CANCEL,2018-01-23,Client's Request
2725,PEOUS,KV3,Green Light Expediting LLC, ,"43-24 21st Street",null,Long Island City,NY,"11101","541614", 263351180, ,Limited Liability Company, , , ,"Green Light Expediting, LLC-HQ","43-24 21st Street",null,Long Island City,NY,"11101",6,16,6,16,1157350,CANCEL,2018-01-23,Client's Request
2726,PEO01,DG3,Luluvise Inc., ,"24 West 25th St","6th Floor",New York,NY,"10010","518210", 451198122, ,Corporation, , , ,Lulu-HQ,"24 West 25th St","6th Floor",New York,NY,"10010",19,14,19,14,4204500,CANCEL,2018-01-23,Client's Request
2727,PEOUS,"9TD",Quadric Solutions LLC, ,c/o Millennium Management LLC,"666 Fith Avenue, 7th Floor",New York,NY,"10103","523930", 272161917, ,Corporation, , , ,Quadric Solutions LLC-HQ,c/o Millennium Management LLC,"666 Fith Avenue, 7th Floor",New York,NY,"10103",50,11,50,11,9343000,CANCEL,2018-01-23,Client's Request
2728,PEOUS,AV9,"Plumgrid, Inc.", ,"5155 Old Ironsides Drive",Suite 200,Santa Clara,CA,"95054","541511", 452594242, ,Corporation, , , ,Remote NY,null,null,null,NY,null,4,0,4,0,568000,CANCEL,2018-01-23,Client's Request
2729,PEO02,GJT,"Harvey Partners, LLC", ,"551 Fifth Avenue","36th Floor",New York,NY,"10176","523920", 203760303, ,Limited Liability Company, , , ,"Harvey Partners, LLC-HQ","551 Fifth Avenue","36th Floor",New York,NY,"10176",6,5,6,5,1377300,ADD,2018-01-23, 
2730,PEO02,JWO,"Duet USA Asset Management, LLC", ,"444 Madison Avenue","28th Floor",New York,NY,"10022","523920", 980639824, ,Limited Liability Company, , , ,"Duet USA Asset Management, -HQ","444 Madison Avenue","28th Floor",New York,NY,"10022",8,2,8,2,1278721,ADD,2018-01-23, 
